clockwise,date,distance,field_condition,field_type,name,place,race_id,race_round,start_time,weather
右,2020/6/22,1400,不,ダ,タイタン賞競走,大井,202044062212,12R,20:50,雨
右,2020/6/22,1800,不,ダ,ポートサイド賞競走,大井,202044062211,11R,20:10,雨
右,2020/6/22,1200,不,ダ,C1九　十11,大井,202044062210,10R,19:30,雨
右,2020/6/22,1400,不,ダ,C1九　十11,大井,202044062209,9R,18:55,雨
右,2020/6/22,1600,不,ダ,C1九　十11,大井,202044062208,8R,18:20,雨
右,2020/6/22,1200,不,ダ,C2九　十,大井,202044062207,7R,17:45,雨
右,2020/6/22,1600,不,ダ,C2九　十,大井,202044062206,6R,17:15,雨
右,2020/6/22,1700,不,ダ,アマリリス特別競走,大井,202044062205,5R,16:45,雨
右,2020/6/22,1200,不,ダ,2歳　新馬,大井,202044062204,4R,16:10,雨
右,2020/6/22,1600,不,ダ,2歳　新馬,大井,202044062203,3R,15:40,雨
右,2020/6/22,1200,不,ダ,C3六　七,大井,202044062202,2R,15:10,雨
右,2020/6/22,1600,不,ダ,C3六　七,大井,202044062201,1R,14:40,雨
右,2020/6/22,1300,良,ダ,スプリント特別,水沢,202036062212,12R,18:30,曇
右,2020/6/22,1400,良,ダ,C1五組,水沢,202036062211,11R,17:55,曇
右,2020/6/22,1400,良,ダ,C1六組,水沢,202036062210,10R,17:20,曇
右,2020/6/22,1400,良,ダ,C2五組,水沢,202036062209,9R,16:40,曇
右,2020/6/22,1400,良,ダ,C2六組,水沢,202036062208,8R,16:05,曇
右,2020/6/22,1400,良,ダ,C2七組,水沢,202036062207,7R,15:30,曇
右,2020/6/22,1300,良,ダ,C2八組,水沢,202036062206,6R,14:55,曇
右,2020/6/22,1300,良,ダ,C2九組,水沢,202036062205,5R,14:20,曇
右,2020/6/22,1300,良,ダ,3歳C2二組,水沢,202036062204,4R,13:45,曇
右,2020/6/22,1300,良,ダ,3歳C2三組,水沢,202036062203,3R,13:10,曇
右,2020/6/22,850,良,ダ,C2,水沢,202036062202,2R,12:35,曇
右,2020/6/22,1300,良,ダ,2歳,水沢,202036062201,1R,12:00,曇
00,2020/6/22,200,,,B3ー6,帯広(ば),202065062211,11R,20:45,曇
00,2020/6/22,200,,,第11回ゴールドトロ,帯広(ば),202065062210,10R,20:05,曇
00,2020/6/22,200,,,B4ー3,帯広(ば),202065062209,9R,19:25,曇
00,2020/6/22,200,,,B4ー7,帯広(ば),202065062208,8R,18:45,曇
00,2020/6/22,200,,,B2ー3,帯広(ば),202065062207,7R,18:10,曇
00,2020/6/22,200,,,C1ー4,帯広(ば),202065062206,6R,17:35,曇
00,2020/6/22,200,,,2歳　未受賞,帯広(ば),202065062205,5R,17:00,曇
00,2020/6/22,200,,,2歳　新馬,帯広(ば),202065062204,4R,16:25,曇
00,2020/6/22,200,,,2歳　新馬,帯広(ば),202065062203,3R,15:50,曇
00,2020/6/22,200,,,2歳　新馬,帯広(ば),202065062202,2R,15:15,曇
00,2020/6/22,200,,,C2ー7,帯広(ば),202065062201,1R,14:35,曇
右,2020/6/21,1200,稍,ダ,3歳以上2勝クラス,阪神,202009030612,12R,16:15,晴
右 外,2020/6/21,1600,良,芝,米子ステークス,阪神,202009030611,11R,15:35,晴
右,2020/6/21,2000,良,芝,垂水ステークス,阪神,202009030610,10R,15:01,晴
右,2020/6/21,2000,稍,ダ,鷹取特別,阪神,202009030609,9R,14:25,晴
右 外,2020/6/21,1600,良,芝,3歳以上1勝クラス,阪神,202009030608,8R,13:55,晴
右 外,2020/6/21,1800,良,芝,3歳以上1勝クラス,阪神,202009030607,7R,13:25,晴
右,2020/6/21,1400,稍,ダ,3歳以上1勝クラス,阪神,202009030606,6R,12:55,晴
右 外,2020/6/21,1600,良,芝,2歳新馬,阪神,202009030605,5R,12:25,晴
右,2020/6/21,1200,稍,ダ,3歳未勝利,阪神,202009030604,4R,11:35,晴
右,2020/6/21,1800,稍,ダ,3歳未勝利,阪神,202009030603,3R,11:05,晴
右,2020/6/21,2200,良,芝,3歳未勝利,阪神,202009030602,2R,10:35,晴
芝 ダート,2020/6/21,2970,稍,障,障害3歳以上未勝利,阪神,202009030601,1R,10:01,晴
左,2020/6/21,1400,稍,芝,3歳以上1勝クラス,東京,202005030612,12R,16:30,曇
左,2020/6/21,1600,稍,ダ,第25回ユニコーンステークス,東京,202005030611,11R,15:45,曇
左,2020/6/21,1400,稍,芝,多摩川ステークス,東京,202005030610,10R,15:10,曇
左,2020/6/21,1600,稍,ダ,青梅特別,東京,202005030609,9R,14:35,曇
左,2020/6/21,2400,稍,芝,3歳以上1勝クラス,東京,202005030608,8R,14:05,晴
左,2020/6/21,1400,稍,ダ,3歳以上1勝クラス,東京,202005030607,7R,13:35,晴
左,2020/6/21,1800,稍,芝,3歳未勝利,東京,202005030606,6R,13:05,晴
左,2020/6/21,1600,稍,芝,2歳新馬,東京,202005030605,5R,12:35,晴
左,2020/6/21,1600,稍,ダ,3歳未勝利,東京,202005030604,4R,11:45,晴
左,2020/6/21,1400,稍,ダ,3歳未勝利,東京,202005030603,3R,11:15,晴
左,2020/6/21,1600,稍,ダ,3歳未勝利,東京,202005030602,2R,10:45,曇
左,2020/6/21,1400,稍,芝,2歳未勝利,東京,202005030601,1R,10:10,曇
右,2020/6/21,1700,良,ダ,津軽海峡特別,函館,202002010412,12R,16:05,晴
右,2020/6/21,1200,良,芝,第27回函館スプリントS,函館,202002010411,11R,15:25,晴
右,2020/6/21,2000,良,芝,奥尻特別,函館,202002010410,10R,14:50,晴
右,2020/6/21,1700,良,ダ,3歳以上1勝クラス,函館,202002010409,9R,14:15,晴
右,2020/6/21,1200,良,芝,3歳以上1勝クラス,函館,202002010408,8R,13:45,晴
右,2020/6/21,1700,良,ダ,3歳以上1勝クラス,函館,202002010407,7R,13:15,晴
右,2020/6/21,2600,良,芝,3歳未勝利,函館,202002010406,6R,12:45,晴
右,2020/6/21,1200,良,芝,2歳新馬,函館,202002010405,5R,12:15,晴
右,2020/6/21,1800,良,芝,3歳未勝利,函館,202002010404,4R,11:25,晴
右,2020/6/21,1700,良,ダ,3歳未勝利,函館,202002010403,3R,10:55,晴
右,2020/6/21,1000,良,ダ,3歳未勝利,函館,202002010402,2R,10:25,晴
右,2020/6/21,1200,良,芝,3歳未勝利,函館,202002010401,1R,09:50,晴
右,2020/6/21,1400,良,ダ,しし座特選,佐賀,202055062112,12R,19:10,晴
右,2020/6/21,1400,良,ダ,レインボー賞,佐賀,202055062111,11R,18:35,晴
右,2020/6/21,900,良,ダ,第2回佐賀がばいダッシュ,佐賀,202055062110,10R,18:00,晴
右,2020/6/21,1750,良,ダ,長崎街道山家宿特選,佐賀,202055062109,9R,17:25,晴
右,2020/6/21,1400,良,ダ,さがけいば最終レース,佐賀,202055062108,8R,16:55,晴
右,2020/6/21,1400,良,ダ,C1ー5組,佐賀,202055062107,7R,16:25,晴
右,2020/6/21,1400,良,ダ,C2ー4組,佐賀,202055062106,6R,15:55,曇
右,2020/6/21,1300,良,ダ,C2ー6組,佐賀,202055062105,5R,15:15,曇
右,2020/6/21,1300,稍,ダ,C2ー8組,佐賀,202055062104,4R,14:40,曇
右,2020/6/21,1400,稍,ダ,3歳ー7組,佐賀,202055062103,3R,14:10,曇
右,2020/6/21,1400,稍,ダ,3歳ー8組,佐賀,202055062102,2R,13:40,曇
右,2020/6/21,1400,稍,ダ,3歳ー9組,佐賀,202055062101,1R,13:10,曇
右,2020/6/21,1300,重,ダ,ファイナルレース,高知,202054062112,12R,20:50,曇
右,2020/6/21,1600,重,ダ,ヴァンセンヌ賞,高知,202054062111,11R,20:20,曇
右,2020/6/21,1600,重,ダ,Aー2,高知,202054062110,10R,19:45,曇
右,2020/6/21,1600,重,ダ,Aー3,高知,202054062109,9R,19:15,曇
右,2020/6/21,1300,重,ダ,C3ー12,高知,202054062108,8R,18:40,曇
右,2020/6/21,1300,重,ダ,C3ー13,高知,202054062107,7R,18:05,曇
右,2020/6/21,1300,重,ダ,C3ー14,高知,202054062106,6R,17:35,曇
右,2020/6/21,1300,重,ダ,マジックシンガー特別,高知,202054062105,5R,17:05,曇
右,2020/6/21,1300,重,ダ,C3ー16,高知,202054062104,4R,16:35,曇
右,2020/6/21,1300,重,ダ,C3ー17,高知,202054062103,3R,16:00,曇
右,2020/6/21,800,重,ダ,2歳新馬壱,高知,202054062102,2R,15:30,曇
右,2020/6/21,800,重,ダ,2歳新馬弐,高知,202054062101,1R,14:55,曇
右,2020/6/21,1500,良,ダ,ガーネット賞,金沢,202046062111,11R,17:45,晴
右,2020/6/21,1500,良,ダ,楽天競馬でポイントも,金沢,202046062110,10R,17:10,晴
右,2020/6/21,1400,良,ダ,B25,金沢,202046062109,9R,16:35,晴
右,2020/6/21,1400,良,ダ,B26,金沢,202046062108,8R,15:55,晴
右,2020/6/21,1400,良,ダ,B27,金沢,202046062107,7R,15:20,晴
右,2020/6/21,1500,良,ダ,C18,金沢,202046062106,6R,14:45,晴
右,2020/6/21,1400,良,ダ,C19,金沢,202046062105,5R,14:10,晴
右,2020/6/21,900,良,ダ,スーパードリーム2歳,金沢,202046062104,4R,13:35,晴
右,2020/6/21,1400,良,ダ,ブーゲンビリア特別,金沢,202046062103,3R,13:00,晴
右,2020/6/21,1400,良,ダ,C110,金沢,202046062102,2R,12:25,晴
右,2020/6/21,1400,良,ダ,3歳B　二走2,金沢,202046062101,1R,11:50,晴
右,2020/6/21,2000,良,ダ,第48回一條記念みちのく大賞,水沢,202036062111,11R,18:10,晴
右,2020/6/21,1600,良,ダ,水無月特別,水沢,202036062110,10R,17:35,晴
右,2020/6/21,1400,良,ダ,C1三組,水沢,202036062109,9R,17:00,晴
右,2020/6/21,1400,良,ダ,C1四組,水沢,202036062108,8R,16:25,晴
右,2020/6/21,1600,良,ダ,C2,水沢,202036062107,7R,15:50,晴
右,2020/6/21,1300,良,ダ,C2十組,水沢,202036062106,6R,15:15,晴
右,2020/6/21,1300,良,ダ,C2十一組,水沢,202036062105,5R,14:40,晴
右,2020/6/21,1300,良,ダ,3歳C2一組,水沢,202036062104,4R,14:05,晴
右,2020/6/21,850,良,ダ,ファーストステップ2,水沢,202036062103,3R,13:30,晴
右,2020/6/21,1300,良,ダ,C2十二組,水沢,202036062102,2R,12:55,晴
右,2020/6/21,1300,良,ダ,C2十三組,水沢,202036062101,1R,12:20,晴
00,2020/6/21,200,,,A2ー1,帯広(ば),202065062111,11R,20:45,曇
00,2020/6/21,200,,,第28回北斗賞,帯広(ば),202065062110,10R,20:10,曇
00,2020/6/21,200,,,B2ー1,帯広(ば),202065062109,9R,19:30,曇
00,2020/6/21,200,,,第133回市役所サポ,帯広(ば),202065062108,8R,18:55,曇
00,2020/6/21,200,,,ばんばにキュンキュン,帯広(ば),202065062107,7R,18:20,曇
00,2020/6/21,200,,,C1ー9,帯広(ば),202065062106,6R,17:45,曇
00,2020/6/21,200,,,C1ー1,帯広(ば),202065062105,5R,17:10,晴
00,2020/6/21,200,,,2歳　Bー3,帯広(ば),202065062104,4R,16:35,晴
00,2020/6/21,200,,,春瀬なつみ生誕祭?な,帯広(ば),202065062103,3R,15:55,曇
00,2020/6/21,200,,,2歳　Cー5,帯広(ば),202065062102,2R,15:20,曇
00,2020/6/21,200,,,C2ー2,帯広(ば),202065062101,1R,14:45,曇
右,2020/6/20,1200,良,芝,3歳以上1勝クラス,阪神,202009030512,12R,16:15,晴
右,2020/6/20,1800,稍,ダ,三宮ステークス,阪神,202009030511,11R,15:35,晴
右,2020/6/20,1200,稍,ダ,安芸ステークス,阪神,202009030510,10R,15:01,晴
右 外,2020/6/20,1600,良,芝,小豆島特別,阪神,202009030509,9R,14:25,晴
右,2020/6/20,2000,良,芝,3歳以上1勝クラス,阪神,202009030508,8R,13:55,晴
右,2020/6/20,2000,重,ダ,3歳以上1勝クラス,阪神,202009030507,7R,13:25,晴
右 外,2020/6/20,1800,稍,芝,3歳未勝利,阪神,202009030506,6R,12:55,晴
右,2020/6/20,1200,重,ダ,2歳新馬,阪神,202009030505,5R,12:25,晴
右,2020/6/20,1400,稍,芝,3歳未勝利,阪神,202009030504,4R,11:35,晴
右,2020/6/20,1800,重,ダ,3歳未勝利,阪神,202009030503,3R,11:05,晴
右,2020/6/20,1400,重,ダ,3歳未勝利,阪神,202009030502,2R,10:35,晴
右,2020/6/20,1200,重,ダ,3歳未勝利,阪神,202009030501,1R,10:01,晴
左,2020/6/20,1400,重,ダ,3歳以上1勝クラス,東京,202005030512,12R,16:30,晴
左,2020/6/20,1600,重,ダ,夏至ステークス,東京,202005030511,11R,15:45,晴
左,2020/6/20,1400,稍,芝,相模湖特別,東京,202005030510,10R,15:10,晴
左,2020/6/20,2400,稍,芝,町田特別,東京,202005030509,9R,14:35,晴
左,2020/6/20,1600,重,ダ,3歳以上1勝クラス,東京,202005030508,8R,14:05,晴
左,2020/6/20,2000,稍,芝,3歳以上1勝クラス,東京,202005030507,7R,13:35,晴
左,2020/6/20,1600,稍,芝,3歳未勝利,東京,202005030506,6R,13:05,晴
左,2020/6/20,1400,稍,芝,2歳新馬,東京,202005030505,5R,12:35,晴
左,2020/6/20,1600,不,ダ,3歳未勝利,東京,202005030504,4R,11:45,晴
左,2020/6/20,2100,不,ダ,3歳未勝利,東京,202005030503,3R,11:15,晴
左,2020/6/20,1400,不,ダ,3歳未勝利,東京,202005030502,2R,10:45,晴
芝 ダート,2020/6/20,3000,不,障,障害3歳以上未勝利,東京,202005030501,1R,10:10,晴
右,2020/6/20,1200,良,芝,長万部特別,函館,202002010312,12R,16:05,曇
右,2020/6/20,1200,良,芝,STV杯,函館,202002010311,11R,15:25,曇
右,2020/6/20,1800,良,芝,八雲特別,函館,202002010310,10R,14:50,晴
右,2020/6/20,1700,良,ダ,3歳以上1勝クラス,函館,202002010309,9R,14:15,晴
右,2020/6/20,1200,良,芝,3歳以上1勝クラス,函館,202002010308,8R,13:45,晴
右,2020/6/20,1000,良,ダ,3歳以上1勝クラス,函館,202002010307,7R,13:15,晴
右,2020/6/20,1700,良,ダ,3歳未勝利,函館,202002010306,6R,12:45,晴
右,2020/6/20,1200,良,芝,2歳新馬,函館,202002010305,5R,12:15,晴
右,2020/6/20,1700,良,ダ,3歳未勝利,函館,202002010304,4R,11:25,晴
右,2020/6/20,2000,良,芝,3歳未勝利,函館,202002010303,3R,10:55,晴
右,2020/6/20,1000,良,ダ,3歳未勝利,函館,202002010302,2R,10:25,曇
右,2020/6/20,1200,良,芝,3歳未勝利,函館,202002010301,1R,09:50,曇
右,2020/6/20,1400,稍,ダ,ムーンストーン特選,佐賀,202055062012,12R,19:10,晴
右,2020/6/20,1400,稍,ダ,クローバー賞,佐賀,202055062011,11R,18:35,晴
右,2020/6/20,1400,稍,ダ,炎陽賞,佐賀,202055062010,10R,18:00,晴
右,2020/6/20,900,稍,ダ,ウーマんチャンス,佐賀,202055062009,9R,17:30,晴
右,2020/6/20,1800,稍,ダ,水無月賞,佐賀,202055062008,8R,17:00,晴
右,2020/6/20,1750,稍,ダ,風待月特選,佐賀,202055062007,7R,16:25,晴
右,2020/6/20,1400,重,ダ,さがけいば最終レース,佐賀,202055062006,6R,15:55,晴
右,2020/6/20,1400,重,ダ,C1ー6組,佐賀,202055062005,5R,15:15,晴
右,2020/6/20,1400,重,ダ,C2ー3組,佐賀,202055062004,4R,14:40,晴
右,2020/6/20,1300,重,ダ,C2ー5組,佐賀,202055062003,3R,14:10,晴
右,2020/6/20,1300,重,ダ,C2ー7組,佐賀,202055062002,2R,13:40,晴
右,2020/6/20,1300,重,ダ,3歳ー10組,佐賀,202055062001,1R,13:10,晴
右,2020/6/20,1300,不,ダ,ファイナルレース,高知,202054062012,12R,20:50,晴
右,2020/6/20,1600,不,ダ,白髪山特別,高知,202054062011,11R,20:20,晴
右,2020/6/20,1600,不,ダ,AB混合,高知,202054062010,10R,19:45,晴
右,2020/6/20,1300,不,ダ,C3ー9,高知,202054062009,9R,19:15,晴
右,2020/6/20,1300,不,ダ,C3ー10,高知,202054062008,8R,18:40,晴
右,2020/6/20,1300,不,ダ,C3ー11,高知,202054062007,7R,18:10,晴
右,2020/6/20,1400,不,ダ,おニュイ祝1周年特別,高知,202054062006,6R,17:40,晴
右,2020/6/20,1600,不,ダ,Bー2,高知,202054062005,5R,17:10,晴
右,2020/6/20,1400,不,ダ,3歳ー3,高知,202054062004,4R,16:35,晴
右,2020/6/20,1400,不,ダ,3歳ー4,高知,202054062003,3R,16:00,晴
右,2020/6/20,1400,不,ダ,3歳ー5,高知,202054062002,2R,15:30,晴
右,2020/6/20,1400,不,ダ,3歳ー6,高知,202054062001,1R,14:55,晴
00,2020/6/20,200,,,B4ー8,帯広(ば),202065062011,11R,20:45,曇
00,2020/6/20,200,,,ムーンストーン特別,帯広(ば),202065062010,10R,20:10,曇
00,2020/6/20,200,,,B3ー5,帯広(ば),202065062009,9R,19:30,曇
00,2020/6/20,200,,,C1ー1,帯広(ば),202065062008,8R,18:55,曇
00,2020/6/20,200,,,B4ー2,帯広(ば),202065062007,7R,18:15,曇
00,2020/6/20,200,,,岡山から応援!しまし,帯広(ば),202065062006,6R,17:35,曇
00,2020/6/20,200,,,白老事業所の皆様あり,帯広(ば),202065062005,5R,17:05,曇
00,2020/6/20,200,,,C2ー6,帯広(ば),202065062004,4R,16:25,曇
00,2020/6/20,200,,,2歳　未受賞,帯広(ば),202065062003,3R,15:50,曇
00,2020/6/20,200,,,2歳　未受賞,帯広(ば),202065062002,2R,15:20,曇
00,2020/6/20,200,,,2歳　未受賞,帯広(ば),202065062001,1R,14:45,曇
右,2020/6/19,2390,重,芝,ハードウィックS,アスコット,2020A0a00304,4R,,
右,2020/6/19,1700,不,ダ,3歳C1,園田,202050061912,12R,20:30,曇
右,2020/6/19,1400,不,ダ,向暑特別A1A2,園田,202050061911,11R,20:00,曇
右,2020/6/19,1230,不,ダ,B2,園田,202050061910,10R,19:25,曇
右,2020/6/19,1400,不,ダ,C1,園田,202050061909,9R,18:50,曇
右,2020/6/19,1400,不,ダ,3歳C2,園田,202050061908,8R,18:15,曇
右,2020/6/19,1870,不,ダ,C2,園田,202050061907,7R,17:40,曇
右,2020/6/19,1400,不,ダ,C2一,園田,202050061906,6R,17:10,曇
右,2020/6/19,1400,不,ダ,C2二,園田,202050061905,5R,16:40,曇
右,2020/6/19,1400,不,ダ,C2三,園田,202050061904,4R,16:10,曇
右,2020/6/19,1400,不,ダ,C3一,園田,202050061903,3R,15:40,曇
右,2020/6/19,1400,不,ダ,C3二,園田,202050061902,2R,15:10,曇
右,2020/6/19,1400,不,ダ,C3三,園田,202050061901,1R,14:40,曇
右,2020/6/19,1600,不,ダ,御嶽山特別,笠松,202047061911,11R,17:05,曇
右,2020/6/19,1600,不,ダ,第44回クイーンカップ,笠松,202047061910,10R,16:25,雨
右,2020/6/19,1400,不,ダ,伊吹特別,笠松,202047061909,9R,15:50,雨
右,2020/6/19,1400,不,ダ,焼岳賞,笠松,202047061908,8R,15:15,雨
右,2020/6/19,1400,不,ダ,槍ヶ岳賞,笠松,202047061907,7R,14:45,雨
右,2020/6/19,1400,不,ダ,サラ系B6・C3組,笠松,202047061906,6R,14:10,雨
右,2020/6/19,1400,不,ダ,新型コロナ対策医療従,笠松,202047061905,5R,13:35,雨
右,2020/6/19,1400,不,ダ,サラ系C4組,笠松,202047061904,4R,13:00,雨
右,2020/6/19,1400,不,ダ,サラ系C5組,笠松,202047061903,3R,12:25,雨
右,2020/6/19,1400,不,ダ,サラ系C6組,笠松,202047061902,2R,11:50,雨
右,2020/6/19,800,不,ダ,サラ系2歳1組,笠松,202047061901,1R,11:20,雨
左,2020/6/19,2200,不,ダ,ファイナルトライ,船橋,202043061912,12R,20:50,雨
左,2020/6/19,1600,不,ダ,千葉港特別,船橋,202043061911,11R,20:15,雨
左,2020/6/19,1600,不,ダ,荷風賞,船橋,202043061910,10R,19:40,雨
左,2020/6/19,1200,不,ダ,ベースボールスプリン,船橋,202043061909,9R,19:05,雨
左,2020/6/19,1500,不,ダ,馬い!セロリを食べよ,船橋,202043061908,8R,18:30,雨
左,2020/6/19,1000,不,ダ,ライラックデビュー,船橋,202043061907,7R,18:00,雨
左,2020/6/19,1000,不,ダ,ライラックデビュー,船橋,202043061906,6R,17:30,雨
左,2020/6/19,1600,不,ダ,C3一　特選,船橋,202043061905,5R,17:00,雨
左,2020/6/19,1000,不,ダ,ライラックデビュー,船橋,202043061904,4R,16:30,雨
左,2020/6/19,1000,不,ダ,ライラックデビュー,船橋,202043061903,3R,16:00,雨
左,2020/6/19,1200,不,ダ,C2十,船橋,202043061902,2R,15:30,雨
左,2020/6/19,1200,不,ダ,3歳八　未受賞,船橋,202043061901,1R,15:00,雨
右,2020/6/18,2000,稍,ダ,第48回北海優駿〔H1〕,門別,202030061812,12R,20:40,晴
右,2020/6/18,1200,稍,ダ,ヤマブキ特別,門別,202030061811,11R,20:05,晴
右,2020/6/18,1200,稍,ダ,ゲラニウム特別,門別,202030061810,10R,19:30,晴
右,2020/6/18,1800,稍,ダ,トキソウ特別,門別,202030061809,9R,18:55,晴
右,2020/6/18,1200,稍,ダ,3歳以上C4ー2,門別,202030061808,8R,18:20,晴
右,2020/6/18,1200,稍,ダ,3歳以上C4ー2,門別,202030061807,7R,17:50,晴
右,2020/6/18,1700,稍,ダ,3歳以上C4ー2,門別,202030061806,6R,17:20,晴
右,2020/6/18,1700,稍,ダ,JRA認定アタックチ,門別,202030061805,5R,16:45,晴
右,2020/6/18,1200,稍,ダ,JRA認定アタックチ,門別,202030061804,4R,16:10,晴
右,2020/6/18,1200,稍,ダ,JRA認定フレッシュ,門別,202030061803,3R,15:35,晴
右,2020/6/18,1100,稍,ダ,JRA認定フレッシュ,門別,202030061802,2R,15:05,晴
右,2020/6/18,1200,稍,ダ,2歳牝馬未勝利,門別,202030061801,1R,14:35,曇
右,2020/6/18,1230,不,ダ,C2,園田,202050061812,12R,16:50,雨
右,2020/6/18,1400,重,ダ,黄梅特別B1,園田,202050061811,11R,16:15,雨
右,2020/6/18,1700,重,ダ,C1,園田,202050061810,10R,15:40,雨
右,2020/6/18,1400,重,ダ,3歳C1一,園田,202050061809,9R,15:05,雨
右,2020/6/18,1400,重,ダ,3歳C1二,園田,202050061808,8R,14:30,雨
右,2020/6/18,1400,稍,ダ,C2一,園田,202050061807,7R,13:55,雨
右,2020/6/18,1400,稍,ダ,C2二,園田,202050061806,6R,13:20,雨
右,2020/6/18,820,稍,ダ,C3,園田,202050061805,5R,12:45,雨
右,2020/6/18,1400,稍,ダ,C3一,園田,202050061804,4R,12:15,雨
右,2020/6/18,1400,稍,ダ,C3二,園田,202050061803,3R,11:45,雨
右,2020/6/18,820,稍,ダ,2歳,園田,202050061802,2R,11:15,雨
右,2020/6/18,1400,良,ダ,C3三,園田,202050061801,1R,10:45,雨
右,2020/6/18,1600,重,ダ,東海クラウン,笠松,202047061811,11R,16:55,雨
右,2020/6/18,1400,重,ダ,乗鞍短距離特別,笠松,202047061810,10R,16:20,雨
右,2020/6/18,1600,重,ダ,サラ系C7組,笠松,202047061809,9R,15:50,雨
右,2020/6/18,1600,重,ダ,サラ系A3組特別,笠松,202047061808,8R,15:15,雨
右,2020/6/18,1400,重,ダ,サラ系C8組,笠松,202047061807,7R,14:40,雨
右,2020/6/18,1400,稍,ダ,サラ系C9組,笠松,202047061806,6R,14:05,雨
右,2020/6/18,1400,稍,ダ,新型コロナ対策医療従,笠松,202047061805,5R,13:30,雨
右,2020/6/18,1400,良,ダ,サラ系C11組,笠松,202047061804,4R,12:55,雨
右,2020/6/18,1400,良,ダ,サラ系3歳10組,笠松,202047061803,3R,12:20,雨
右,2020/6/18,1400,良,ダ,サラ系3歳11組,笠松,202047061802,2R,11:50,雨
右,2020/6/18,800,良,ダ,サラ系3歳12組,笠松,202047061801,1R,11:20,雨
左,2020/6/18,2200,重,ダ,サマーディスタンス,船橋,202043061812,12R,20:50,雨
左,2020/6/18,1800,重,ダ,短夜賞,船橋,202043061811,11R,20:15,雨
左,2020/6/18,1600,稍,ダ,青柳特別,船橋,202043061810,10R,19:40,雨
左,2020/6/18,1600,稍,ダ,麻綿原特別,船橋,202043061809,9R,19:05,雨
左,2020/6/18,1200,良,ダ,馬い!小松菜を食べよ,船橋,202043061808,8R,18:30,曇
左,2020/6/18,1500,良,ダ,ブルーベリー特別,船橋,202043061807,7R,18:00,曇
左,2020/6/18,1000,良,ダ,C2　選抜馬,船橋,202043061806,6R,17:30,曇
左,2020/6/18,1200,良,ダ,月下香特別,船橋,202043061805,5R,17:00,曇
左,2020/6/18,1500,良,ダ,C2八　九,船橋,202043061804,4R,16:30,曇
左,2020/6/18,1200,良,ダ,C2八　九,船橋,202043061803,3R,16:00,曇
左,2020/6/18,1500,良,ダ,C3二,船橋,202043061802,2R,15:30,曇
左,2020/6/18,1200,良,ダ,3歳七,船橋,202043061801,1R,15:00,曇
右,2020/6/17,1990,良,芝,プリンスオブウェール,アスコット,2020A0a00404,4R,,
右,2020/6/17,1600,良,ダ,第6回ヒダカソウカップ〔H,門別,202030061712,12R,20:35,晴
右,2020/6/17,1800,良,ダ,ルーラーシップ・プレ,門別,202030061711,11R,20:00,晴
右,2020/6/17,1200,良,ダ,北海道の翼「AIRD,門別,202030061710,10R,19:25,晴
右,2020/6/17,1600,良,ダ,「DOユース25」賞,門別,202030061709,9R,18:50,晴
右,2020/6/17,1200,良,ダ,「DOマイルSkip,門別,202030061708,8R,18:20,晴
右,2020/6/17,1200,良,ダ,「DOシニア65」賞,門別,202030061707,7R,17:50,晴
右,2020/6/17,1200,良,ダ,「rapora」賞,門別,202030061706,6R,17:20,晴
右,2020/6/17,1000,良,ダ,JRA認定アタックチ,門別,202030061705,5R,16:45,晴
右,2020/6/17,1000,良,ダ,JRA認定フレッシュ,門別,202030061704,4R,16:10,晴
右,2020/6/17,1200,良,ダ,「AIRDO公式FB,門別,202030061703,3R,15:35,晴
右,2020/6/17,1000,良,ダ,「AIRDOBiz」,門別,202030061702,2R,15:05,晴
右,2020/6/17,1000,良,ダ,「AIRDOスペシャ,門別,202030061701,1R,14:35,晴
右,2020/6/17,1400,良,ダ,C1,園田,202050061712,12R,16:50,晴
右,2020/6/17,1230,良,ダ,桜桃特別B1,園田,202050061711,11R,16:15,晴
右,2020/6/17,1400,良,ダ,3歳A,園田,202050061710,10R,15:40,晴
右,2020/6/17,1400,良,ダ,B2一,園田,202050061709,9R,15:05,晴
右,2020/6/17,1400,良,ダ,3歳AB,園田,202050061708,8R,14:30,晴
右,2020/6/17,1400,良,ダ,B2二,園田,202050061707,7R,13:55,晴
右,2020/6/17,1400,良,ダ,3歳C2,園田,202050061706,6R,13:20,晴
右,2020/6/17,1400,良,ダ,C2一,園田,202050061705,5R,12:45,晴
右,2020/6/17,1400,良,ダ,C3一,園田,202050061704,4R,12:15,晴
右,2020/6/17,1400,良,ダ,C2二,園田,202050061703,3R,11:45,晴
右,2020/6/17,820,良,ダ,初出走,園田,202050061702,2R,11:15,晴
右,2020/6/17,1400,良,ダ,C3二,園田,202050061701,1R,10:45,晴
右,2020/6/17,1400,良,ダ,雷鳥特別,笠松,202047061711,11R,16:55,晴
右,2020/6/17,1400,良,ダ,サラ系A4・B3組特,笠松,202047061710,10R,16:20,晴
右,2020/6/17,1600,良,ダ,穂高連峰賞,笠松,202047061709,9R,15:45,晴
右,2020/6/17,1600,良,ダ,サラ系B4組,笠松,202047061708,8R,15:15,晴
右,2020/6/17,1400,良,ダ,サラ系B5組,笠松,202047061707,7R,14:40,晴
右,2020/6/17,1400,良,ダ,サラ系C12・15組,笠松,202047061706,6R,14:05,晴
右,2020/6/17,1400,良,ダ,新型コロナ対策医療従,笠松,202047061705,5R,13:30,晴
